duration,protocol_type,service,flag,src_bytes,dst_bytes,hot,num_failed_logins,logged_in,num_compromised,num_root,num_file_creations,num_shells,num_access_files,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,label,attack_type,attack_type_encoded
0,1,22,9,225,1972,0,0,1,0,0,0,0,0,5,14,0.0,0.0,1.0,0.0,0.21,normal,Normal,1
0,1,22,9,220,337,0,0,1,0,0,0,0,0,6,11,0.0,0.0,1.0,0.0,0.18,normal,Normal,1
0,1,22,9,200,755,0,0,1,0,0,0,0,0,1,4,0.0,0.0,1.0,0.0,0.75,normal,Normal,1
0,1,16,5,0,0,0,0,0,0,0,0,0,0,94,11,1.0,0.0,0.12,0.07,0.0,neptune,DoS,0
2,1,19,9,2194619,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,51,9,1129,327,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
1,1,51,9,661,397,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
9219,2,41,9,145,105,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.5,0.5,0.0,normal,Normal,1
0,2,11,9,46,136,0,0,0,0,0,0,0,0,111,191,0.0,0.0,1.0,0.0,0.01,normal,Normal,1
0,1,17,5,0,0,0,0,0,0,0,0,0,0,203,15,1.0,0.0,0.07,0.07,0.0,neptune,DoS,0
0,1,46,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.5,1.0,0.0,portsweep,Probe,2
0,1,22,9,0,13246,0,0,0,0,0,0,0,0,6,6,0.17,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,51,9,1323,332,0,0,1,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
0,1,17,5,0,0,0,0,0,0,0,0,0,0,257,24,1.0,0.0,0.09,0.05,0.0,neptune,DoS,0
0,1,29,5,0,0,0,0,0,0,0,0,0,0,134,5,1.0,0.0,0.04,0.06,0.0,neptune,DoS,0
1,1,51,9,640,340,0,0,1,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
0,1,27,4,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,portsweep,Probe,2
0,1,22,9,317,515,0,0,1,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,46,9,28,0,0,0,0,0,0,0,0,0,39,38,0.0,0.03,0.97,0.05,0.0,teardrop,DoS,0
0,1,19,9,1109,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,45,126,0,0,0,0,0,0,0,0,192,191,0.0,0.0,0.99,0.01,0.0,normal,Normal,1
0,1,57,5,0,0,0,0,0,0,0,0,0,0,249,3,1.0,0.0,0.01,0.06,0.0,neptune,DoS,0
0,1,16,5,0,0,0,0,0,0,0,0,0,0,140,4,1.0,0.0,0.03,0.06,0.0,neptune,DoS,0
0,1,22,9,221,342,0,0,1,0,0,0,0,0,22,24,0.0,0.0,1.0,0.0,0.08,normal,Normal,1
0,1,22,5,0,0,0,0,0,0,0,0,0,0,7,7,1.0,0.0,1.0,0.0,0.0,neptune,DoS,0
0,0,14,9,1032,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,1.0,0.0,0.0,smurf,DoS,0
0,1,51,9,3270,332,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,19,9,768,0,0,0,1,0,0,0,0,0,7,7,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,0,14,9,520,0,0,0,0,0,0,0,0,0,482,482,0.0,0.0,1.0,0.0,0.0,smurf,DoS,0
0,2,11,9,44,133,0,0,0,0,0,0,0,0,74,152,0.0,0.0,1.0,0.0,0.01,normal,Normal,1
0,1,22,9,215,597,0,0,1,0,0,0,0,0,10,11,0.0,0.0,1.0,0.0,0.18,normal,Normal,1
21927,1,46,4,1,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0,1.0,0.0,0.0,portsweep,Probe,2
0,1,62,2,0,0,0,0,0,0,0,0,0,0,128,8,0.0,1.0,0.06,0.06,0.0,neptune,DoS,0
0,1,9,5,0,0,0,0,0,0,0,0,0,0,225,4,1.0,0.0,0.02,0.06,0.0,neptune,DoS,0
0,1,51,9,1203,405,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,7,1,0,0,0,0,0,0,0,0,0,0,275,14,0.0,1.0,0.05,0.06,0.0,neptune,DoS,0
0,1,56,5,0,0,0,0,0,0,0,0,0,0,254,18,1.0,0.0,0.07,0.06,0.0,neptune,DoS,0
0,2,11,9,42,138,0,0,0,0,0,0,0,0,71,151,0.0,0.0,1.0,0.0,0.01,normal,Normal,1
0,1,22,9,275,604,0,0,1,0,0,0,0,0,1,37,0.0,0.0,1.0,0.0,0.11,normal,Normal,1
0,1,34,5,0,0,0,0,0,0,0,0,0,0,107,19,1.0,0.0,0.18,0.05,0.0,neptune,DoS,0
0,1,22,9,346,1182,0,0,1,0,0,0,0,0,11,11,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,57,5,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.5,1.0,0.0,portsweep,Probe,2
0,2,11,9,43,85,0,0,0,0,0,0,0,0,166,166,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,19,9,12,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,159,1960,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,19,9,59,0,0,0,1,0,0,0,0,0,24,24,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,15,5,0,0,0,0,0,0,0,0,0,0,145,20,1.0,0.0,0.14,0.06,0.0,neptune,DoS,0
0,1,41,9,3775,0,0,0,1,0,0,0,0,0,21,1,0.05,0.0,0.05,0.38,0.0,normal,Normal,1
0,1,22,9,243,2595,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,326,2238,0,0,1,0,0,0,0,0,5,5,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,300,891,0,0,1,0,0,0,0,0,9,10,0.0,0.0,1.0,0.0,0.2,normal,Normal,1
0,1,22,9,303,1130,0,0,1,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,38,5,0,0,0,0,0,0,0,0,0,0,116,4,1.0,0.0,0.03,0.06,0.0,neptune,DoS,0
0,1,22,9,170,24161,0,0,1,0,0,0,0,0,5,25,0.0,0.0,1.0,0.0,0.08,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,121,8,1.0,0.0,0.07,0.07,0.0,neptune,DoS,0
0,1,55,5,0,0,0,0,0,0,0,0,0,0,99,1,1.0,0.0,0.01,0.09,0.0,neptune,DoS,0
0,2,11,9,45,124,0,0,0,0,0,0,0,0,68,148,0.0,0.0,1.0,0.0,0.01,normal,Normal,1
0,2,11,9,45,75,0,0,0,0,0,0,0,0,209,209,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,301,17844,0,0,1,0,0,0,0,0,12,12,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,220,2553,0,0,1,0,0,0,0,0,8,10,0.0,0.0,1.0,0.0,0.3,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,112,19,1.0,0.0,0.17,0.05,0.0,neptune,DoS,0
5290,1,41,4,1,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0,1.0,0.0,0.0,portsweep,Probe,2
0,1,46,5,0,0,0,0,0,0,0,0,0,0,38,2,1.0,0.0,0.05,0.16,0.0,neptune,DoS,0
1,1,51,9,1436,419,0,0,1,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
0,1,19,9,172,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,205,1600,0,0,1,0,0,0,0,0,11,47,0.0,0.0,1.0,0.0,0.11,normal,Normal,1
5036,1,19,9,5133876,0,2,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,warezclient,R2L,3
0,1,22,9,230,1718,0,0,1,0,0,0,0,0,5,15,0.0,0.0,1.0,0.0,0.13,normal,Normal,1
0,1,22,9,346,3477,0,0,1,0,0,0,0,0,8,8,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,307,1212,0,0,1,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,19,9,3468,0,0,0,0,0,0,0,0,0,23,23,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,51,9,859,404,0,0,1,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
0,0,61,9,181,0,0,0,0,0,0,0,0,0,6,5,0.0,0.0,0.83,0.33,0.0,normal,Normal,1
0,1,51,9,1006,364,0,0,1,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
0,1,2,5,0,0,0,0,0,0,0,0,0,0,203,10,1.0,0.0,0.05,0.06,0.0,neptune,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,127,16,1.0,0.0,0.13,0.06,0.0,neptune,DoS,0
0,1,19,9,9198,0,0,0,1,0,0,0,0,0,7,7,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,163,9,1.0,0.0,0.06,0.07,0.0,neptune,DoS,0
0,1,22,9,235,3222,0,0,1,0,0,0,0,0,2,10,0.0,0.0,1.0,0.0,0.2,normal,Normal,1
31,1,18,9,242,773,4,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,29,0,0,0,0,0,0,0,0,0,1,18,0.0,0.0,1.0,0.0,0.28,normal,Normal,1
0,1,22,9,54540,8314,2,0,1,1,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,back,DoS,0
0,2,11,9,46,71,0,0,0,0,0,0,0,0,153,153,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,231,2301,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,46,9,1,0,0,0,0,0,0,0,0,0,20,4,0.0,0.0,0.2,0.15,0.0,satan,Probe,2
0,0,13,9,8,0,0,0,0,0,0,0,0,0,1,47,0.0,0.0,1.0,0.0,1.0,ipsweep,Probe,2
0,1,19,9,5891,0,0,0,1,0,0,0,0,0,15,15,0.07,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,44,9,38,130,0,0,1,0,0,0,0,0,3,1,0.0,0.0,0.33,0.67,0.0,normal,Normal,1
0,1,59,2,0,0,0,0,0,0,0,0,0,0,127,12,0.0,1.0,0.09,0.06,0.0,neptune,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,278,18,1.0,0.0,0.06,0.06,0.0,neptune,DoS,0
0,1,22,9,293,253,0,0,1,0,0,0,0,0,17,22,0.0,0.0,1.0,0.0,0.09,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,107,14,1.0,0.0,0.13,0.06,0.0,neptune,DoS,0
27,1,18,9,1499,4152,30,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,110,11,1.0,0.0,0.1,0.05,0.0,neptune,DoS,0
0,1,21,1,0,0,0,0,0,0,0,0,0,0,199,1,0.0,1.0,0.01,0.07,0.0,neptune,DoS,0
11371,1,57,9,127,4015,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,17,9,8,137,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.5,1.0,0.0,normal,Normal,1
0,1,19,9,9,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,216,458,0,0,1,0,0,0,0,0,13,20,0.0,0.0,1.0,0.0,0.3,normal,Normal,1
0,1,22,9,370,468,0,0,1,0,0,0,0,0,14,14,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,322,1718,0,0,1,0,0,0,0,0,7,19,0.0,0.0,1.0,0.0,0.16,normal,Normal,1
0,1,22,9,325,395,0,0,1,0,0,0,0,0,11,11,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,0,13,9,8,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,1.0,0.0,1.0,ipsweep,Probe,2
0,2,46,9,28,0,0,0,0,0,0,0,0,0,77,77,0.0,0.0,1.0,0.0,0.0,teardrop,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,130,2,1.0,0.0,0.02,0.07,0.0,neptune,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,173,2,1.0,0.0,0.01,0.07,0.0,neptune,DoS,0
0,1,22,9,307,20526,0,0,1,0,0,0,0,0,5,5,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,65,1,0,0,0,0,0,0,0,0,0,0,290,16,0.0,1.0,0.06,0.06,0.0,neptune,DoS,0
0,1,19,9,854,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,314,2628,0,0,1,0,0,0,0,0,11,11,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,325,1433,0,0,1,0,0,0,0,0,7,9,0.0,0.0,1.0,0.0,0.33,normal,Normal,1
0,1,22,9,226,1484,0,0,1,0,0,0,0,0,12,12,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,147,14,1.0,0.0,0.1,0.07,0.0,neptune,DoS,0
0,1,19,9,172,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,8,5,0,0,0,0,0,0,0,0,0,0,242,25,1.0,0.0,0.1,0.05,0.0,neptune,DoS,0
0,1,51,9,1769,331,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,19,9,3676,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,59,5,0,0,0,0,0,0,0,0,0,0,277,19,1.0,0.0,0.07,0.05,0.0,neptune,DoS,0
12774,2,41,9,147,105,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,44,128,0,0,0,0,0,0,0,0,46,46,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,115,12,0.0,1.0,0.1,0.07,0.0,neptune,DoS,0
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,196,14141,0,0,1,0,0,0,0,0,3,17,0.0,0.0,1.0,0.0,0.18,normal,Normal,1
0,1,22,9,214,337,0,0,1,0,0,0,0,0,11,11,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,307,2698,0,0,1,0,0,0,0,1,7,7,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,190,244,0,0,1,0,0,0,0,0,27,28,0.0,0.0,1.0,0.0,0.07,normal,Normal,1
0,1,3,9,14,41,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,321,182,0,0,1,0,0,0,0,0,8,25,0.0,0.0,1.0,0.0,0.32,normal,Normal,1
0,1,33,5,0,0,0,0,0,0,0,0,0,0,281,24,1.0,0.0,0.09,0.05,0.0,neptune,DoS,0
0,1,33,5,0,0,0,0,0,0,0,0,0,0,203,11,1.0,0.0,0.05,0.06,0.0,neptune,DoS,0
0,1,51,9,833,332,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,41,9,113,0,0,0,0,0,0,0,0,0,9,8,0.0,0.0,0.89,0.22,0.0,normal,Normal,1
0,1,22,9,286,294,0,0,1,0,0,0,0,0,13,13,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,0,14,9,520,0,0,0,0,0,0,0,0,0,468,468,0.0,0.0,1.0,0.0,0.0,smurf,DoS,0
13663,2,41,9,147,105,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,88,13,1.0,0.0,0.15,0.07,0.0,neptune,DoS,0
0,1,19,9,7940,0,0,0,1,0,0,2,0,0,3,3,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,2,5,0,0,0,0,0,0,0,0,0,0,288,20,1.0,0.0,0.07,0.06,0.0,neptune,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,196,20,1.0,0.0,0.1,0.05,0.0,neptune,DoS,0
0,1,46,4,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,portsweep,Probe,2
0,1,46,5,0,0,0,0,0,0,0,0,0,0,198,6,1.0,0.0,0.03,0.07,0.0,neptune,DoS,0
0,1,63,1,0,0,0,0,0,0,0,0,0,0,231,5,0.0,1.0,0.02,0.06,0.0,neptune,DoS,0
0,1,22,9,283,6614,0,0,1,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0.97,0.0,1.0,0.0,satan,Probe,2
0,1,19,5,0,0,0,0,0,0,0,0,0,0,31,19,1.0,0.0,0.61,0.06,0.0,neptune,DoS,0
0,1,51,9,2143,331,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,portsweep,Probe,2
0,1,19,5,0,0,0,0,0,0,0,0,0,0,272,18,1.0,0.0,0.07,0.07,0.0,neptune,DoS,0
0,2,11,9,42,42,0,0,0,0,0,0,0,0,11,21,0.0,0.0,1.0,0.0,0.19,normal,Normal,1
0,1,22,9,220,370,0,0,1,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,44,70,0,0,0,0,0,0,0,0,145,145,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,64,1,0,0,0,0,0,0,0,0,0,0,208,4,0.0,1.0,0.02,0.07,0.0,neptune,DoS,0
0,1,19,9,2771,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,44,128,0,0,0,0,0,0,0,0,18,63,0.0,0.0,1.0,0.0,0.03,normal,Normal,1
0,1,22,9,223,338,0,0,1,0,0,0,0,0,6,8,0.0,0.0,1.0,0.0,0.25,normal,Normal,1
0,1,19,9,641,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,339,272,0,0,1,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,339,255,0,0,1,0,0,0,0,0,24,24,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,182,14650,0,0,1,0,0,0,0,0,7,7,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,29,10,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,1.0,0.0,0.0,nmap,Probe,2
0,2,46,9,28,0,0,0,0,0,0,0,0,0,96,94,0.01,0.01,0.98,0.03,0.0,teardrop,DoS,0
0,2,46,9,1,0,0,0,0,0,0,0,0,0,60,33,0.0,0.0,0.55,0.07,0.0,satan,Probe,2
0,2,11,9,43,123,0,0,0,0,0,0,0,0,44,124,0.0,0.0,1.0,0.0,0.02,normal,Normal,1
0,0,14,9,20,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,satan,Probe,2
0,1,46,5,0,0,0,0,0,0,0,0,0,0,141,17,1.0,0.0,0.12,0.06,0.0,neptune,DoS,0
0,0,13,9,8,0,0,0,0,0,0,0,0,0,1,32,0.0,0.0,1.0,0.0,1.0,ipsweep,Probe,2
0,1,38,5,0,0,0,0,0,0,0,0,0,0,106,17,1.0,0.0,0.16,0.06,0.0,neptune,DoS,0
0,2,11,9,46,82,0,0,0,0,0,0,0,0,184,185,0.0,0.0,0.99,0.01,0.01,normal,Normal,1
0,1,33,5,0,0,0,0,0,0,0,0,0,0,264,15,1.0,0.0,0.06,0.07,0.0,neptune,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,97,25,1.0,0.0,0.26,0.04,0.0,neptune,DoS,0
2,1,51,9,1401,332,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,294,310,0,0,1,0,0,0,0,0,17,20,0.0,0.0,1.0,0.0,0.15,normal,Normal,1
14380,1,41,4,1,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0,1.0,0.0,0.0,portsweep,Probe,2
0,1,22,9,215,12008,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,115,13,1.0,0.0,0.11,0.06,0.0,neptune,DoS,0
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,1.0,1.0,0.0,1.0,normal,Normal,1
0,1,56,5,0,0,0,0,0,0,0,0,0,0,227,15,1.0,0.0,0.07,0.06,0.0,neptune,DoS,0
0,1,19,9,884,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,51,9,1316,332,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,136,12,1.0,0.0,0.09,0.06,0.0,neptune,DoS,0
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,230,505,0,0,1,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,305,2226,0,0,1,0,0,0,0,0,24,48,0.0,0.0,1.0,0.0,0.12,normal,Normal,1
1,1,51,9,876,332,0,0,1,0,0,0,0,0,2,3,0.0,0.0,0.5,1.0,1.0,normal,Normal,1
0,1,22,9,298,1971,0,0,1,0,0,0,0,0,45,47,0.0,0.0,1.0,0.0,0.06,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,92,1,1.0,0.0,0.01,0.07,0.0,neptune,DoS,0
0,1,22,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,305,726,0,0,1,0,0,0,0,0,16,16,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,232,2698,0,0,1,0,0,0,0,1,4,4,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,299,13,1.0,0.0,0.04,0.06,0.0,neptune,DoS,0
0,1,46,4,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,portsweep,Probe,2
0,1,46,5,0,0,0,0,0,0,0,0,0,0,102,10,1.0,0.0,0.1,0.06,0.0,neptune,DoS,0
0,1,22,9,279,2518,0,0,1,0,0,0,0,0,7,10,0.0,0.0,1.0,0.0,0.2,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,255,1,0.08,0.87,0.0,1.0,0.0,satan,Probe,2
0,1,46,5,0,0,0,0,0,0,0,0,0,0,266,17,1.0,0.0,0.06,0.06,0.0,neptune,DoS,0
0,1,5,5,0,0,0,0,0,0,0,0,0,0,126,11,1.0,0.0,0.09,0.06,0.0,neptune,DoS,0
0,1,22,9,248,11732,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,30,5,0,0,0,0,0,0,0,0,0,0,16,7,1.0,0.0,0.44,0.19,0.0,neptune,DoS,0
0,1,22,9,54540,8314,2,0,1,1,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,back,DoS,0
0,1,65,5,0,0,0,0,0,0,0,0,0,0,263,20,1.0,0.0,0.08,0.06,0.0,neptune,DoS,0
0,1,22,9,208,2011,0,0,1,0,0,0,0,0,1,9,0.0,0.0,1.0,0.0,0.22,normal,Normal,1
0,2,46,9,105,146,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
7580,2,41,9,147,105,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,0,13,9,20,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,satan,Probe,2
0,0,14,9,520,0,0,0,0,0,0,0,0,0,350,350,0.0,0.0,1.0,0.0,0.0,smurf,DoS,0
0,1,35,5,0,0,0,0,0,0,0,0,0,0,225,17,1.0,0.0,0.08,0.06,0.0,neptune,DoS,0
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,382,1864,0,0,1,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,0,13,9,8,0,0,0,0,0,0,0,0,0,1,9,0.0,0.0,1.0,0.0,1.0,ipsweep,Probe,2
0,1,51,9,2693,473,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,48,8,1.0,0.0,0.17,0.12,0.0,neptune,DoS,0
0,1,39,5,0,0,0,0,0,0,0,0,0,0,253,25,1.0,0.0,0.1,0.06,0.0,neptune,DoS,0
0,1,62,5,0,0,0,0,0,0,0,0,0,0,139,16,1.0,0.0,0.12,0.06,0.0,neptune,DoS,0
0,1,22,9,314,33988,0,0,1,0,0,0,0,0,29,29,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,246,728,0,0,1,0,0,0,0,0,11,11,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,44,86,0,0,0,0,0,0,0,0,237,237,0.0,0.0,1.0,0.01,0.01,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,231,15,0.0,1.0,0.06,0.06,0.0,neptune,DoS,0
0,1,22,9,265,1533,0,0,1,0,0,0,0,0,7,7,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,33,5,0,0,0,0,0,0,0,0,0,0,238,2,1.0,0.0,0.01,0.05,0.0,neptune,DoS,0
0,1,22,9,146,20006,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
